AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2022/01/21,22:00,19.4,0.0,,189.3,1.0
2022/01/21,23:00,19.4,0.0,,177.2,0.9
2022/01/22,00:00,19.2,0.0,,152.2,1.4
2022/01/22,01:00,19.1,0.0,,119.6,0.3
2022/01/22,02:00,19.2,0.0,,105.9,0.3
2022/01/22,03:00,19.3,0.0,,49.99,0.1
2022/01/22,04:00,19.4,0.0,,132.4,0.2
2022/01/22,05:00,19.1,0.0,,238.2,0.3
2022/01/22,06:00,19.0,0.0,,3.18,0.0
2022/01/22,07:00,19.8,0.0,,0,0.0
2022/01/22,08:00,21.8,0.0,,263.1,1.0
2022/01/22,09:00,24.2,0.0,,249.8,1.2
2022/01/22,10:00,25.4,0.0,,234.3,1.2
2022/01/22,11:00,25.7,0.0,,257.7,1.4
2022/01/22,12:00,26.4,0.0,,247.9,1.4
2022/01/22,13:00,26.2,0.0,,259.1,1.5
2022/01/22,14:00,25.5,0.0,,224.6,1.9
2022/01/22,15:00,25.6,0.0,,279.6,2.3
2022/01/22,16:00,25.8,0.0,,182.4,1.9
2022/01/22,17:00,24.4,0.0,,164.4,2.4
2022/01/22,18:00,22.8,0.0,,157.5,1.6
2022/01/22,19:00,21.3,0.0,,151.1,1.5
2022/01/22,20:00,20.5,0.0,,150.7,1.4
2022/01/22,21:00,20.0,0.0,,166.2,1.3
2022/01/22,22:00,20.0,0.0,,150.1,1.4
2022/01/22,23:00,20.1,0.0,,141.8,1.1
2022/01/23,00:00,20.7,0.0,,190.1,0.5
2022/01/23,01:00,20.7,0.0,,164.8,0.2
2022/01/23,02:00,20.6,0.0,,195.7,0.4
2022/01/23,03:00,20.3,0.0,,0,0.0
2022/01/23,04:00,20.4,0.0,,0,0.0
2022/01/23,05:00,21.0,0.0,,0,0.0
2022/01/23,06:00,20.8,0.0,,0,0.0
2022/01/23,07:00,22.3,0.0,,32.85,0.0
2022/01/23,08:00,24.0,0.0,,279.4,1.0
2022/01/23,09:00,24.7,0.0,,254,1.1
2022/01/23,10:00,25.3,0.0,,253.6,1.4
2022/01/23,11:00,26.0,0.0,,270.7,1.9
2022/01/23,12:00,26.5,0.0,,283.8,2.2
2022/01/23,13:00,26.8,0.0,,288.2,2.0
2022/01/23,14:00,26.7,0.0,,282.4,2.4
2022/01/23,15:00,28.9,0.0,,209.3,1.4
2022/01/23,16:00,28.1,0.0,,222,1.4
2022/01/23,17:00,26.7,0.0,,272.6,1.7
2022/01/23,18:00,25.6,0.0,,225.1,1.2
2022/01/23,19:00,22.8,0.0,,150.5,1.8
2022/01/23,20:00,22.2,0.0,,148.2,1.3
2022/01/23,21:00,22.1,0.0,,175.1,0.9
2022/01/23,22:00,22.0,0.0,,172.3,0.7
2022/01/23,23:00,22.0,0.0,,151.9,0.7
2022/01/24,00:00,22.1,0.0,,53.02,0.1
2022/01/24,01:00,21.7,0.0,,137.9,0.4
2022/01/24,02:00,20.3,0.0,,255.1,0.6
2022/01/24,03:00,20.0,0.0,,0,0.0
2022/01/24,04:00,20.4,0.0,,210.7,0.4
2022/01/24,05:00,19.7,0.0,,235.6,0.5
2022/01/24,06:00,20.4,0.0,,0,0.0
2022/01/24,07:00,20.4,0.0,,285.7,0.8
2022/01/24,08:00,21.0,0.0,,213,1.2
2022/01/24,09:00,22.4,0.0,,248.9,1.0
2022/01/24,10:00,24.7,0.0,,253.6,0.8
2022/01/24,11:00,25.9,0.0,,243.1,1.1
2022/01/24,12:00,27.0,0.0,,272.2,1.7
2022/01/24,13:00,25.8,0.0,,258.6,1.9
2022/01/24,14:00,26.0,0.0,,259.3,1.7
2022/01/24,15:00,24.6,0.0,,270.8,1.9
2022/01/24,16:00,25.1,0.0,,271.3,1.8
2022/01/24,17:00,25.0,0.0,,274.9,1.6
2022/01/24,18:00,23.4,0.0,,182.1,0.9
2022/01/24,19:00,22.0,0.0,,207.4,1.2
2022/01/24,20:00,21.6,0.0,,173.9,0.8
2022/01/24,21:00,20.6,0.0,,150,2.0
2022/01/24,22:00,20.1,0.0,,153,1.0
2022/01/24,23:00,20.6,0.0,,146.5,1.3
2022/01/25,00:00,20.2,0.0,,28.78,0.1
2022/01/25,01:00,21.0,0.0,,54.21,0.1
2022/01/25,02:00,21.5,0.0,,0,0.0
2022/01/25,03:00,20.4,0.0,,280.9,1.2
2022/01/25,04:00,18.8,0.0,,92.1,0.2
2022/01/25,05:00,18.9,0.0,,56.99,0.1
2022/01/25,06:00,19.0,0.0,,0,0.0
2022/01/25,07:00,20.1,0.0,,14.16,0.0
2022/01/25,08:00,23.0,0.0,,233.8,0.5
2022/01/25,09:00,24.7,0.0,,260,1.3
2022/01/25,10:00,25.0,0.0,,255.6,1.7
2022/01/25,11:00,25.7,0.0,,257.4,1.6
2022/01/25,12:00,26.3,0.0,,275.8,2.0
2022/01/25,13:00,26.4,0.0,,248.7,1.4
2022/01/25,14:00,26.6,0.0,,237.5,1.8
2022/01/25,15:00,25.7,0.0,,278,1.7
2022/01/25,16:00,25.3,0.0,,239.5,1.4
2022/01/25,17:00,24.0,0.0,,184.4,2.4
2022/01/25,18:00,21.7,0.0,,179.9,1.6
2022/01/25,19:00,20.8,0.0,,196.9,1.6
2022/01/25,20:00,20.8,0.0,,182.3,1.1
2022/01/25,21:00,20.6,0.0,,197.5,1.2
2022/01/25,22:00,21.0,0.0,,72.84,0.1
2022/01/25,23:00,20.8,0.0,,250.5,0.8
2022/01/26,00:00,20.1,0.0,,0,0.0
2022/01/26,01:00,19.8,0.0,,273.1,0.8
2022/01/26,02:00,19.7,0.0,,260.9,0.6
2022/01/26,03:00,19.3,0.0,,242,0.8
2022/01/26,04:00,19.1,0.0,,146.3,0.2
2022/01/26,05:00,19.3,0.0,,208.4,0.6
2022/01/26,06:00,19.1,0.0,,88.3,0.2
2022/01/26,07:00,19.7,0.0,,273.1,0.7
2022/01/26,08:00,22.2,0.0,,258.1,0.9
2022/01/26,09:00,22.9,0.0,,278,1.2
2022/01/26,10:00,24.9,0.0,,276.8,1.6
2022/01/26,11:00,25.7,0.0,,275.2,1.7
2022/01/26,12:00,25.8,0.0,,287.2,2.0
2022/01/26,13:00,26.2,0.0,,270.5,1.8
2022/01/26,14:00,25.7,0.0,,273.4,2.3
2022/01/26,15:00,26.8,0.0,,134.2,2.2
2022/01/26,16:00,25.2,0.0,,184.8,1.8
2022/01/26,17:00,24.2,0.0,,159.4,2.4
2022/01/26,18:00,23.4,0.0,,171.9,2.1
2022/01/26,19:00,22.6,0.0,,152.5,2.4
2022/01/26,20:00,21.7,0.0,,142.6,1.9
2022/01/26,21:00,22.2,0.0,,162.8,1.5
2022/01/26,22:00,21.9,0.0,,145.1,2.0
2022/01/26,23:00,20.8,0.0,,154.4,1.5
2022/01/27,00:00,20.4,0.0,,156.6,1.0
2022/01/27,01:00,21.5,0.0,,70.72,0.2
2022/01/27,02:00,20.8,0.0,,221.2,0.5
2022/01/27,03:00,21.1,0.0,,76.87,0.2
2022/01/27,04:00,20.3,0.0,,271.4,0.8
2022/01/27,05:00,19.9,0.0,,193,0.5
2022/01/27,06:00,19.8,0.0,,274.4,0.8
2022/01/27,07:00,19.8,0.0,,192.4,0.3
2022/01/27,08:00,22.7,0.0,,252.5,1.0
2022/01/27,09:00,23.8,0.0,,270.9,1.6
2022/01/27,10:00,24.7,0.0,,274.4,1.6
2022/01/27,11:00,25.1,0.0,,274.8,2.0
2022/01/27,12:00,25.8,0.0,,202.8,1.3
2022/01/27,13:00,25.7,0.0,,156.9,2.1
2022/01/27,14:00,25.0,0.0,,159.9,1.9
2022/01/27,15:00,25.3,0.0,,177.3,2.5
2022/01/27,16:00,23.0,0.0,,166.3,2.4
2022/01/27,17:00,21.1,0.0,,190.7,1.9
2022/01/27,18:00,19.8,0.0,,202.9,2.3
2022/01/27,19:00,19.5,0.0,,141.9,1.4
2022/01/27,20:00,20.2,0.0,,158.3,1.2
2022/01/27,21:00,20.2,0.0,,171.3,1.1
2022/01/27,22:00,19.8,0.0,,168.2,1.3
2022/01/27,23:00,19.7,0.0,,157.8,1.3
2022/01/28,00:00,19.5,0.0,,160.5,0.6
2022/01/28,01:00,19.2,0.0,,250,0.7
2022/01/28,02:00,18.6,0.0,,281.9,0.9
2022/01/28,03:00,18.4,0.0,,187,0.4
2022/01/28,04:00,18.4,0.0,,209.1,0.6
2022/01/28,05:00,18.3,0.0,,234.5,0.6
2022/01/28,06:00,18.6,0.0,,170,0.7
2022/01/28,07:00,18.5,0.0,,191.2,0.9
2022/01/28,08:00,20.4,0.0,,118.9,0.4
2022/01/28,09:00,21.7,0.0,,284.1,1.2
2022/01/28,10:00,23.4,0.0,,251.7,1.3
2022/01/28,11:00,23.7,0.0,,268.4,2.0
2022/01/28,12:00,24.6,0.0,,253.8,1.8
2022/01/28,13:00,25.0,0.0,,243.7,2.0
2022/01/28,14:00,25.1,0.0,,216,1.3
2022/01/28,15:00,23.7,0.0,,160.5,1.9
2022/01/28,17:00,21.3,0.0,,182.7,1.0
2022/01/28,18:00,20.9,0.0,,180.1,1.2
2022/01/28,19:00,20.3,0.0,,177.6,1.2
2022/01/28,20:00,19.9,0.0,,194.6,1.2
2022/01/28,21:00,20.0,0.0,,163.3,1.2
2022/01/28,22:00,19.6,0.0,,197,1.2
2022/01/28,23:00,20.1,0.0,,140.4,1.1
2022/01/29,00:00,19.4,0.0,,131.8,0.9
2022/01/29,01:00,18.8,0.0,,181.8,0.6
2022/01/29,02:00,18.9,0.0,,139.9,0.6
2022/01/29,03:00,18.8,0.0,,159.8,0.6
2022/01/29,04:00,18.9,0.0,,145.1,1.1
2022/01/29,05:00,18.8,0.0,,147.9,1.1
2022/01/29,06:00,18.9,0.0,,108.5,0.2
2022/01/29,07:00,19.2,0.0,,286.5,0.9
2022/01/29,08:00,20.1,0.0,,278,0.9
2022/01/29,09:00,21.0,0.0,,285.7,0.9
2022/01/29,10:00,25.0,0.0,,199,0.7
2022/01/29,11:00,25.3,0.0,,279.5,1.8
2022/01/29,12:00,24.8,0.0,,293.9,2.2
2022/01/29,13:00,26.4,0.0,,275,2.1
2022/01/29,14:00,26.9,0.0,,283.2,1.8
2022/01/29,15:00,25.4,0.0,,281.8,2.3
2022/01/29,16:00,25.2,0.0,,197.4,1.6
2022/01/29,17:00,24.6,0.0,,166.7,2.1
2022/01/29,18:00,22.3,0.0,,178.3,1.4
2022/01/29,19:00,21.4,0.0,,150.3,1.7
2022/01/29,20:00,21.2,0.0,,161.9,1.4
2022/01/29,21:00,20.8,0.0,,157.4,1.2
2022/01/29,22:00,20.9,0.0,,169.3,0.8
2022/01/29,23:00,21.3,0.0,,27.09,0.1
2022/01/30,00:00,21.5,0.0,,0,0.0
2022/01/30,01:00,21.8,0.0,,31.64,0.2
2022/01/30,02:00,21.9,0.0,,18.06,0.1
2022/01/30,03:00,19.4,0.0,,273,0.7
2022/01/30,04:00,19.3,0.0,,90.2,0.1
2022/01/30,05:00,19.2,0.0,,248,0.6
2022/01/30,06:00,19.0,0.0,,184.7,0.3
2022/01/30,07:00,20.5,0.0,,0,0.0
2022/01/30,08:00,21.3,0.0,,278.9,1.1
2022/01/30,09:00,22.5,0.0,,270.5,1.1
2022/01/30,10:00,22.7,0.0,,290.9,1.3
2022/01/30,11:00,22.7,0.0,,258.5,1.1
2022/01/30,12:00,23.3,0.0,,262.7,0.8
2022/01/30,13:00,22.7,0.0,,277.7,1.3
2022/01/30,14:00,22.8,0.0,,262.5,1.2
2022/01/30,15:00,23.2,0.0,,200.1,1.7
2022/01/30,16:00,24.3,0.0,,121.8,0.2
2022/01/30,17:00,22.7,0.0,,276,1.4
2022/01/30,18:00,21.7,0.0,,277.4,0.6
2022/01/30,19:00,21.7,0.0,,265.2,0.8
2022/01/30,20:00,21.3,0.0,,145.8,0.6
2022/01/30,21:00,21.1,0.0,,120.1,0.5
2022/01/30,22:00,20.7,0.0,,128.3,0.5
2022/01/30,23:00,20.5,0.0,,202.1,0.6
2022/01/31,00:00,20.6,0.0,,140.3,0.8
2022/01/31,01:00,20.4,0.0,,37.61,0.0
2022/01/31,02:00,20.7,0.0,,0,0.0
2022/01/31,03:00,20.7,0.0,,0,0.0
2022/01/31,04:00,20.7,0.0,,95.9,0.2
2022/01/31,05:00,20.2,0.0,,154.2,0.6
2022/01/31,06:00,20.3,0.0,,170.8,0.4
2022/01/31,07:00,20.6,0.0,,0,0.0
2022/01/31,08:00,23.4,0.0,,235,0.6
2022/01/31,09:00,24.5,0.0,,268.8,1.3
2022/01/31,10:00,25.4,0.0,,279,1.8
2022/01/31,11:00,25.7,0.0,,283.4,1.8
2022/01/31,12:00,25.8,0.0,,280.7,1.9
2022/01/31,13:00,26.2,0.0,,270.1,1.9
2022/01/31,14:00,25.7,0.0,,283.3,2.2
2022/01/31,15:00,27.3,0.0,,245.7,1.3
2022/01/31,16:00,26.6,0.0,,199.5,1.7
2022/01/31,17:00,23.8,0.0,,167.4,1.8
2022/01/31,18:00,22.7,0.0,,174.4,1.4
2022/01/31,19:00,22.5,0.0,,162.5,1.4
2022/01/31,20:00,22.4,0.0,,201.8,1.2
2022/01/31,21:00,22.0,0.0,,160.7,0.9
2022/01/31,22:00,22.7,0.0,,209.4,1.0
2022/01/31,23:00,23.0,0.0,,131.6,0.4
